duration,file_size,durationSecs,rscore,adult,bulk,impostor,lowpriority,malware,mlx,mlxlog,phish,sn,spam,suspect,unknownsender,engine,overall,msgSizeBytes,detectedSizeBytes,sizeDecodedBytes,structureId,rcpts,sender,filter_score,linecount,sizeBytes,size,timeendpos,timestartpos,isPhish
0.11897,1.0,0.11897,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,5539.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3648.0,3648.0,1650.0,1619.0,2.0
0.117209,1.0,0.117209,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5532.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3607.0,3607.0,3417.0,3386.0,2.0
0.142079,1.0,0.142079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5543.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3637.0,3637.0,2406.0,2375.0,2.0
0.458474,1.0,0.458474,49.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,68.0,0.0,0.0,20.0,100.0,100.0,7193.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5244.0,5244.0,871.0,840.0,2.0
0.179481,1.0,0.179481,49.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,100.0,99.0,0.0,0.0,20.0,100.0,100.0,16127.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,14788.0,14788.0,39.0,8.0,2.0
0.165261,1.0,0.165261,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-253.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,8552.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6264.0,6264.0,3212.0,3181.0,2.0
0.259859,1.0,0.259859,16.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,24.0,0.0,0.0,20.0,100.0,100.0,10137.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8110.0,8110.0,4312.0,4281.0,2.0
0.280332,1.0,0.280332,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,99.0,0.0,0.0,20.0,100.0,100.0,7283.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5334.0,5334.0,2038.0,2007.0,2.0
0.160817,1.0,0.160817,16.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,100.0,45.0,0.0,0.0,20.0,100.0,100.0,7175.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5232.0,5232.0,5412.0,5381.0,2.0
0.261269,1.0,0.261269,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-244.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,8533.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6261.0,6261.0,83.0,52.0,2.0
0.47636,1.0,0.47636,16.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,100.0,41.0,0.0,0.0,1.0,100.0,100.0,468915.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,466343.0,466343.0,7329.0,7298.0,2.0
0.129319,1687.0,0.129319,1.0,0.0,0.0,0.0,0.0,0.0,100.0,-1000.0,100.0,23.0,100.0,0.0,20.0,100.0,100.0,6397.0,1687.0,1687.0,0.0,0.0,0.0,100.0,1.0,4625.0,4625.0,2155.0,2124.0,2.0
0.13694,1.0,0.13694,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,7160.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5263.0,5263.0,2786.0,2755.0,2.0
0.147948,1.0,0.147948,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,95.0,0.0,0.0,20.0,100.0,100.0,7223.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5277.0,5277.0,39.0,8.0,2.0
0.214421,1.0,0.214421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5525.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3625.0,3625.0,218.0,187.0,2.0
0.32078,1.0,0.32078,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,9.0,0.0,0.0,20.0,100.0,100.0,7182.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5239.0,5239.0,5391.0,5360.0,2.0
0.171737,1.0,0.171737,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,8588.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6276.0,6276.0,6594.0,6563.0,2.0
0.228831,1.0,0.228831,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,4.0,0.0,0.0,20.0,100.0,100.0,7203.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5256.0,5256.0,1407.0,1376.0,2.0
0.283194,1.0,0.283194,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,87.0,0.0,0.0,20.0,100.0,100.0,7192.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5249.0,5249.0,3419.0,3388.0,2.0
0.16538,1.0,0.16538,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,20.0,0.0,0.0,20.0,100.0,100.0,7187.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5244.0,5244.0,2479.0,2448.0,2.0
0.19605,1.0,0.19605,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,8599.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6278.0,6278.0,6617.0,6586.0,2.0
0.111038,1.0,0.111038,49.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,100.0,8.0,0.0,0.0,20.0,100.0,100.0,7193.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5241.0,5241.0,5418.0,5387.0,2.0
0.175216,1.0,0.175216,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-211.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,8566.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6257.0,6257.0,838.0,807.0,2.0
0.116373,1.0,0.116373,16.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,49.0,0.0,0.0,20.0,100.0,100.0,7215.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5275.0,5275.0,2646.0,2615.0,2.0
0.162519,1.0,0.162519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,100.0,3.0,0.0,0.0,1.0,100.0,100.0,7605.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5729.0,5729.0,39.0,8.0,2.0
0.175738,1.0,0.175738,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-329.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,8555.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6279.0,6279.0,3794.0,3763.0,2.0
0.25788,1.0,0.25788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,77.0,0.0,0.0,20.0,100.0,100.0,7457.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5521.0,5521.0,39.0,8.0,2.0
0.221341,1.0,0.221341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,100.0,82.0,0.0,0.0,20.0,100.0,100.0,7429.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5501.0,5501.0,676.0,645.0,2.0
0.171468,1.0,0.171468,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,39.0,0.0,0.0,20.0,100.0,100.0,7195.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5248.0,5248.0,5143.0,5112.0,2.0
0.254046,1.0,0.254046,16.0,0.0,0.0,0.0,0.0,0.0,100.0,-1000.0,100.0,1.0,100.0,0.0,20.0,100.0,100.0,117476.0,1.0,1.0,1.0,0.0,0.0,100.0,1.0,115515.0,115515.0,7017.0,6986.0,2.0
0.145271,1.0,0.145271,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,23.0,0.0,0.0,20.0,100.0,100.0,7208.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5253.0,5253.0,177.0,146.0,2.0
0.191651,1.0,0.191651,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,8596.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6307.0,6307.0,83.0,52.0,2.0
0.132126,1.0,0.132126,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,5.0,0.0,0.0,20.0,100.0,100.0,7230.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5284.0,5284.0,5462.0,5431.0,2.0
0.253216,1.0,0.253216,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,5523.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3629.0,3629.0,2744.0,2713.0,2.0
0.16097,1.0,0.16097,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5567.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3634.0,3634.0,2781.0,2750.0,2.0
0.185825,1.0,0.185825,16.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0,100.0,80.0,0.0,0.0,20.0,100.0,100.0,6066.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5272.0,5272.0,848.0,817.0,2.0
0.149707,1.0,0.149707,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,62.0,0.0,0.0,20.0,100.0,100.0,7183.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5235.0,5235.0,39.0,8.0,2.0
0.127983,1.0,0.127983,49.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,67.0,0.0,0.0,20.0,100.0,100.0,7177.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5237.0,5237.0,339.0,308.0,2.0
0.29641,1.0,0.29641,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,62.0,0.0,0.0,20.0,100.0,100.0,7207.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5263.0,5263.0,479.0,448.0,2.0
0.182737,1.0,0.182737,16.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0,100.0,31.0,0.0,0.0,20.0,100.0,100.0,6046.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5252.0,5252.0,39.0,8.0,2.0
0.14695,1.0,0.14695,16.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,100.0,63.0,0.0,0.0,20.0,100.0,100.0,7249.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5299.0,5299.0,5509.0,5478.0,2.0
0.146903,1.0,0.146903,16.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0,100.0,30.0,0.0,0.0,20.0,100.0,100.0,6033.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5240.0,5240.0,2610.0,2579.0,2.0
0.152077,1.0,0.152077,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,15.0,0.0,0.0,20.0,100.0,100.0,7239.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5292.0,5292.0,3486.0,3455.0,2.0
0.15067,1.0,0.15067,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5526.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3625.0,3625.0,177.0,146.0,2.0
0.13827,1.0,0.13827,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,85.0,0.0,0.0,20.0,100.0,100.0,7270.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5324.0,5324.0,5525.0,5494.0,2.0
0.181126,1.0,0.181126,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5500.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3604.0,3604.0,5281.0,5250.0,2.0
0.164599,1.0,0.164599,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,99.0,0.0,0.0,20.0,100.0,100.0,7228.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5277.0,5277.0,39.0,8.0,2.0
0.138013,1.0,0.138013,49.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,78.0,0.0,0.0,20.0,100.0,100.0,7223.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5268.0,5268.0,5457.0,5426.0,2.0
0.220012,1.0,0.220012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5523.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3610.0,3610.0,1295.0,1264.0,2.0
0.185391,1.0,0.185391,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,46.0,0.0,0.0,20.0,100.0,100.0,7215.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5261.0,5261.0,2402.0,2371.0,2.0
0.141966,1.0,0.141966,49.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0,100.0,6.0,0.0,0.0,20.0,100.0,100.0,6025.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5232.0,5232.0,2606.0,2575.0,2.0
0.187083,1.0,0.187083,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,26.0,0.0,0.0,20.0,100.0,100.0,7207.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5262.0,5262.0,5524.0,5493.0,2.0
0.196986,1.0,0.196986,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,89.0,0.0,0.0,20.0,100.0,100.0,7214.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5265.0,5265.0,5435.0,5404.0,2.0
0.227462,1.0,0.227462,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5565.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3633.0,3633.0,39.0,8.0,2.0
0.172734,1.0,0.172734,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,76.0,0.0,0.0,20.0,100.0,100.0,7209.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5261.0,5261.0,5425.0,5394.0,2.0
0.187159,1.0,0.187159,16.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0,100.0,79.0,0.0,0.0,20.0,100.0,100.0,6024.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5235.0,5235.0,2796.0,2765.0,2.0
0.273468,1.0,0.273468,49.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,12.0,0.0,0.0,20.0,100.0,100.0,7207.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5263.0,5263.0,4585.0,4554.0,2.0
0.139498,1.0,0.139498,1.0,0.0,0.0,0.0,0.0,0.0,100.0,-1000.0,100.0,1.0,100.0,0.0,20.0,100.0,100.0,19477.0,1.0,1.0,1.0,0.0,0.0,100.0,1.0,17642.0,17642.0,2591.0,2560.0,2.0
0.411455,1.0,0.411455,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5574.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3626.0,3626.0,789.0,758.0,2.0
0.375706,1.0,0.375706,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5497.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3597.0,3597.0,2932.0,2901.0,2.0
0.241188,1.0,0.241188,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,71.0,0.0,0.0,20.0,100.0,100.0,7175.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5231.0,5231.0,5248.0,5217.0,2.0
0.174917,1.0,0.174917,46.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5517.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3613.0,3613.0,1650.0,1619.0,2.0
0.198721,1.0,0.198721,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,88.0,0.0,0.0,20.0,100.0,100.0,7193.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5249.0,5249.0,4046.0,4015.0,2.0
0.212376,1.0,0.212376,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-96.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,8607.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6289.0,6289.0,371.0,340.0,2.0
1.144236,1.0,1.144236,16.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,100.0,6.0,0.0,0.0,20.0,100.0,100.0,5815.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3957.0,3957.0,4842.0,4811.0,2.0
0.218121,1.0,0.218121,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,7143.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5249.0,5249.0,2966.0,2935.0,2.0
0.262791,1.0,0.262791,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,89.0,0.0,0.0,20.0,100.0,100.0,7187.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5242.0,5242.0,3401.0,3370.0,2.0
0.15626,1.0,0.15626,16.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0,100.0,62.0,0.0,0.0,20.0,100.0,100.0,6050.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5256.0,5256.0,2499.0,2468.0,2.0
0.186559,1.0,0.186559,49.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,49.0,0.0,0.0,20.0,100.0,100.0,7197.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5248.0,5248.0,2622.0,2591.0,2.0
0.150878,1.0,0.150878,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,82.0,0.0,0.0,20.0,100.0,100.0,7208.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5264.0,5264.0,39.0,8.0,2.0
0.159245,1.0,0.159245,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,7161.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5261.0,5261.0,3346.0,3315.0,2.0
0.130166,1.0,0.130166,16.0,0.0,0.0,1.0,0.0,0.0,0.0,112.0,100.0,2.0,0.0,0.0,20.0,100.0,100.0,6055.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5260.0,5260.0,39.0,8.0,2.0
0.187859,1.0,0.187859,49.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,7152.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5256.0,5256.0,2983.0,2952.0,2.0
0.213925,1.0,0.213925,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,8557.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6282.0,6282.0,888.0,857.0,2.0
0.280323,1211.0,0.280323,1.0,0.0,0.0,0.0,0.0,0.0,100.0,-1000.0,100.0,74.0,100.0,0.0,20.0,100.0,100.0,5552.0,1211.0,1211.0,0.0,0.0,0.0,100.0,1.0,3742.0,3742.0,3247.0,3216.0,2.0
0.308964,1.0,0.308964,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,7134.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5240.0,5240.0,1602.0,1571.0,2.0
0.21583,1.0,0.21583,49.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,100.0,54.0,0.0,0.0,20.0,100.0,100.0,7191.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5248.0,5248.0,218.0,187.0,2.0
0.145337,1.0,0.145337,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,7235.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5337.0,5337.0,5496.0,5465.0,2.0
0.135837,1.0,0.135837,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,1.0,0.0,0.0,1.0,99.0,99.0,7180.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5284.0,5284.0,5412.0,5381.0,2.0
0.142992,1.0,0.142992,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5628.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3695.0,3695.0,1940.0,1909.0,2.0
0.156223,8046.0,0.156223,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0,100.0,59.0,0.0,0.0,20.0,100.0,100.0,13668.0,8046.0,8046.0,0.0,0.0,0.0,0.0,1.0,11801.0,11801.0,3933.0,3902.0,2.0
0.149857,1.0,0.149857,49.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,60.0,0.0,0.0,20.0,100.0,100.0,7212.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5264.0,5264.0,2791.0,2760.0,2.0
0.212624,1.0,0.212624,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,5520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3611.0,3611.0,2896.0,2865.0,2.0
0.252358,1.0,0.252358,49.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,60.0,0.0,0.0,20.0,100.0,100.0,7208.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5260.0,5260.0,3421.0,3390.0,2.0
0.373264,1.0,0.373264,49.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,87.0,0.0,0.0,20.0,100.0,100.0,7196.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5246.0,5246.0,872.0,841.0,2.0
0.154807,1.0,0.154807,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,13.0,0.0,0.0,20.0,100.0,100.0,7184.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5243.0,5243.0,5123.0,5092.0,2.0
0.188934,1.0,0.188934,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,62.0,0.0,0.0,20.0,100.0,100.0,7198.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5255.0,5255.0,1646.0,1615.0,2.0
0.174749,8041.0,0.174749,49.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,71.0,0.0,0.0,20.0,100.0,100.0,13630.0,8041.0,8041.0,0.0,0.0,0.0,0.0,1.0,11777.0,11777.0,1263.0,1232.0,2.0
0.206496,1.0,0.206496,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,31.0,0.0,0.0,20.0,100.0,100.0,7190.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5251.0,5251.0,2965.0,2934.0,2.0
0.183468,1.0,0.183468,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,57.0,0.0,0.0,20.0,100.0,100.0,7200.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5256.0,5256.0,5442.0,5411.0,2.0
0.244489,1.0,0.244489,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,87.0,0.0,0.0,20.0,100.0,100.0,7212.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5272.0,5272.0,5601.0,5570.0,2.0
0.428005,1.0,0.428005,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,39.0,0.0,0.0,20.0,100.0,100.0,7202.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5255.0,5255.0,39.0,8.0,2.0
0.148361,1.0,0.148361,16.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,75.0,0.0,0.0,20.0,100.0,100.0,7204.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5259.0,5259.0,39.0,8.0,2.0
0.163708,1.0,0.163708,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-252.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,8638.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6370.0,6370.0,39.0,8.0,2.0
0.11239,1.0,0.11239,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,5.0,0.0,0.0,20.0,100.0,100.0,7255.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5316.0,5316.0,493.0,462.0,2.0
0.276356,1.0,0.276356,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,11.0,0.0,0.0,20.0,100.0,100.0,7202.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5267.0,5267.0,2590.0,2559.0,2.0
0.140671,1.0,0.140671,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,53.0,0.0,0.0,20.0,100.0,100.0,7199.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5256.0,5256.0,39.0,8.0,2.0
0.189705,1.0,0.189705,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,8678.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6384.0,6384.0,5638.0,5607.0,2.0
0.189808,1.0,0.189808,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,97.0,0.0,0.0,20.0,100.0,100.0,7222.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5280.0,5280.0,2622.0,2591.0,2.0
0.168729,1.0,0.168729,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,16.0,0.0,0.0,20.0,100.0,100.0,7198.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5259.0,5259.0,39.0,8.0,2.0
0.313022,1.0,0.313022,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,86.0,0.0,0.0,20.0,100.0,100.0,7236.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5292.0,5292.0,4720.0,4689.0,2.0
0.14431,1.0,0.14431,49.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,100.0,86.0,0.0,0.0,20.0,100.0,100.0,7210.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5267.0,5267.0,2790.0,2759.0,2.0
0.161842,1.0,0.161842,49.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,94.0,0.0,0.0,20.0,100.0,100.0,7206.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5261.0,5261.0,5153.0,5122.0,2.0
0.213254,1.0,0.213254,49.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,100.0,78.0,0.0,0.0,20.0,100.0,100.0,7193.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5249.0,5249.0,4567.0,4536.0,2.0
0.19832,1.0,0.19832,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.0,100.0,1.0,0.0,0.0,20.0,99.0,99.0,8572.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6261.0,6261.0,6721.0,6690.0,2.0
